,Value,Name
308,"In that role, she serves as the Senator’s principal policy advisor and counsel on taxation, retirement, international trade, small business, and monetary policy.  ",Beth Bell
308,"Prior to public service, Beth was an associate at Covington and Burling LLP in the firm’s tax and government affairs practice groups.  ",Beth Bell
308,"At Covington, she worked on a broad range of international, corporate, and individual tax advisory and controversy issues, along with legislative work on pension reform, state and federal tax reform, and patent reform.  ",Beth Bell
308,"From 2004 to 2006, Beth was a research assistant at the Urban Institute and the Tax Policy Center, where she focused on tax reform and tax policy, budget policy, and asset building for low-income families.",Beth Bell
309,"Allison Bender is an Adjunct Professor of Law, teaching a seminar on national security regulation, bringing to bear her experience in government and private practice in this area.",Allison J. Bender
309,"In private practice, Professor Bender counsels Fortune 50 companies and startups in a range of industries on cybersecurity and privacy matters in the U.S. and internationally.",Allison J. Bender
309,"Drawing from her roots in government, national security, and R&D, she helps clients navigate legal issues associated with emerging technologies and aids clients in strategically managing legal, financial, and reputational cybersecurity risks.",Allison J. Bender
309,"Her cybersecurity and national security preparedness counseling is informed by hundreds of incident response efforts across incidents involving personal data, intellectual property, payment card information, export controlled technical data, and other regulated information.",Allison J. Bender
309,"Her experience also extends to counseling on cybersecurity and national security due diligence in mergers and acquisitions, vendor management, and transactions.",Allison J. Bender
309,"Before entering private practice, Professor Bender served as a cybersecurity attorney at the Department of Homeland Security (DHS), where she advised the Office of Cybersecurity & Communications on cybersecurity and privacy laws, regulations, and policies.",Allison J. Bender
309,"In that role at DHS, Professor Bender worked on incident response as well as cybersecurity policy, information sharing, liability, and incentives issues.",Allison J. Bender
309,"She was the primary operational legal counsel for the federal response to the Heartbleed vulnerability, the USIS-KeyPoint data breach, and the Healthcare.gov data breach.",Allison J. Bender
309,"She served as Chair of the Automated Indicator Sharing Privacy & Compliance Working Group, provided primary legal advice for the implementation of Executive Order 13691 regarding Information Sharing and Analysis Organizations (ISAOs) and private sector clearances, advised the DHS Cyber Information Sharing and Collaboration Program (CISCP); and advised the Interagency Task Force implementing Executive Order 13636, “Improving Critical Infrastructure Cybersecurity,” Presidential Policy Directive 21, “Critical Infrastructure Security and Resilience,” focusing on the “NIST Cybersecurity Framework,” development of the Section 9 list, classified and unclassified information sharing, liability, and incentives.",Allison J. Bender
309,"Professor Bender was also principally involved in DHS policy efforts related to cybersecurity export controls, particularly Wassenaar implementation.",Allison J. Bender
309,"Before focusing on cybersecurity, Professor Bender spent six years at DHS negotiating complex international and domestic multimillion dollar research and development agreements in a variety of emerging science and technology areas.",Allison J. Bender
309,She served as Chief Negotiator for the United States Government on nine legally binding international agreements.,Allison J. Bender
309,"She led the oversight of over $1 billion in DHS activities, leading compliance programs for export controls and treaty and regulatory compliance.",Allison J. Bender
309,"Professor Bender also spent four years as primary counsel for the SAFETY Act, providing legal advice on legislation that protects companies with antiterrorism technologies, laying the groundwork for many of the policies and procedures for its current operation and reviewing over 500 applications.",Allison J. Bender
309,"Professor Bender received her LL.M. in National Security Law, with distinction, from Georgetown University in 2012, a J.D. from Washington & Lee University in 2006, and a B.A. from the University of Virginia in 2003.",Allison J. Bender
309,She is also a Certified Information Security Systems Professional and Certified Information Privacy Professional in both US Private Sector and Government Privacy Practices.,Allison J. Bender
310,"Brigida Benitez is a partner in Steptoe’s Washington office, and focuses on global dispute resolution, internal investigations, and compliance matters.",Brigida Benitez
310,"She advises clients on US and international anti-corruption laws and regulations, including the Foreign Corrupt Practices Act (FCPA) and regulations of Multilateral Development Banks.",Brigida Benitez
310,She also represents clients in connection with corporate and related conduct in complex US and international legal settings.  ,Brigida Benitez
310,"Ms. Benitez is also experienced representing clients in complex commercial disputes and business controversies, including litigation and arbitration, and internal corporate investigations.",Brigida Benitez
310,"She has been cited by DC Super Lawyers for her work in civil litigation defense, and Hispanic Business magazine has named her a “Woman of the Year” and one of the “100 most influential US Hispanics.”",Brigida Benitez
310,"Additionally, Ms. Benitez was a key member of the team representing the University of Michigan in a landmark victory for diversity in higher education before the US Supreme Court.  ",Brigida Benitez
310,"Prior to joining Steptoe, Ms. Benitez was Chief of the Office of Institutional Integrity of the Inter-American Development Bank (IDB), heading the office responsible for investigating all potential fraud and corruption in IDB-financed activities, and implementing programs designed to detect and prevent fraud, as well as engaging in compliance activities and outreach on integrity-related issues.",Brigida Benitez
310,"As a member of the senior management team, Ms. Benitez reported to the IDB president and to the Audit Committee of the Board of Executive Directors, overseeing a staff of attorneys, auditors and other professionals.",Brigida Benitez
310,"Her work covered the IDB’s 26 country offices in Latin America and the Caribbean, and she implemented procedures on a number of compliance issues, including integrity due diligence, offshore financial centers and OFAC.",Brigida Benitez
310,She also collaborated with individuals and organizations throughout Latin America and worked closely with leading international financial institutions to harmonize the IDB’s investigative processes and sanctions procedures.  ,Brigida Benitez
